SSN,F_Name,M_Initial,L_Name,Sex,Enrollment_Date,Building_Number,Street,Apt_Number,City,State,Zip,UserID
675078454,Grace,I,Williams,M,6/27/2019,895,Comet Ln,357,Richardson,TX,75088,573
340433888,Grace,D,Williams,F,8/23/2023,6315,Astro Way,475,Richardson,TX,75075,574
248946972,Jack,I,Martinez,M,4/11/2021,5371,Astro Way,403,Richardson,TX,75082,575
100000054,Grace,H,Smith,F,8/16/2021,4924,Comet Ln,286,Richardson,TX,75093,576
641748253,Jack,E,Smith,F,9/2/2023,3005,Galaxy Blvd,656,Richardson,TX,75025,577
547635042,Carol,A,Martinez,F,7/25/2021,8975,Galaxy Blvd,763,Richardson,TX,75060,578
623463642,Bob,H,Martinez,M,10/7/2023,8781,Orbit Dr,178,Richardson,TX,75095,579
172507097,Jack,H,Davis,F,3/20/2021,4572,Orbit Dr,665,Richardson,TX,75090,580
775852716,Jack,C,Brown,F,5/19/2023,7423,Comet Ln,412,Richardson,TX,75014,581
557793935,Frank,A,Williams,M,11/17/2024,8996,Comet Ln,177,Richardson,TX,75086,582
829954517,David,J,Williams,M,6/5/2023,4150,Nebula St,32,Richardson,TX,75076,583
686895345,Eva,G,Martinez,F,3/16/2019,3777,Galaxy Blvd,321,Richardson,TX,75035,584
536887669,Jack,J,Martinez,M,7/17/2023,3025,Comet Ln,995,Richardson,TX,75017,585
602696012,Ivy,I,Smith,F,3/20/2021,9072,Orbit Dr,428,Richardson,TX,75039,586
113446224,Grace,J,Brown,F,1/9/2022,2301,Astro Way,518,Richardson,TX,75027,587
885740203,Bob,I,Jones,F,10/20/2020,9909,Galaxy Blvd,663,Richardson,TX,75081,588
348188268,Henry,F,Davis,F,12/17/2020,6629,Galaxy Blvd,403,Richardson,TX,75041,589
140514537,Alice,A,Jones,M,9/9/2021,8973,Galaxy Blvd,995,Richardson,TX,75020,590
514086103,Frank,A,Smith,M,10/22/2022,2889,Astro Way,851,Richardson,TX,75065,591
575250883,Grace,B,Davis,F,11/26/2019,5891,Astro Way,946,Richardson,TX,75079,592
872197714,Alice,H,Lee,M,7/20/2023,512,Orbit Dr,502,Richardson,TX,75081,593
100000055,David,C,Garcia,F,11/6/2023,797,Nebula St,346,Richardson,TX,75056,594
500019392,Henry,D,Martinez,F,4/28/2022,290,Comet Ln,196,Richardson,TX,75058,595
100000056,Alice,I,Garcia,F,9/7/2023,1408,Comet Ln,777,Richardson,TX,75070,596
126902403,Grace,J,Davis,F,9/24/2022,3527,Orbit Dr,832,Richardson,TX,75068,597
859707809,David,F,Martinez,M,5/13/2023,1020,Galaxy Blvd,862,Richardson,TX,75077,598
246499922,Eva,I,Brown,F,5/20/2024,6515,Astro Way,122,Richardson,TX,75054,599
398241407,Grace,H,Brown,F,2/26/2020,7536,Astro Way,248,Richardson,TX,75019,600
315730461,Grace,A,Smith,M,6/25/2021,1285,Astro Way,711,Richardson,TX,75030,601
653139111,Ivy,D,Jones,F,4/13/2024,2830,Nebula St,810,Richardson,TX,75036,602
987260886,Alice,F,Martinez,F,10/5/2024,2499,Astro Way,302,Richardson,TX,75058,603
988405591,Ivy,D,Martinez,M,8/11/2020,5506,Comet Ln,505,Richardson,TX,75070,604
127440715,Eva,F,Brown,F,12/28/2020,7882,Astro Way,189,Richardson,TX,75089,605
231865958,Grace,F,Garcia,M,1/1/2024,2559,Orbit Dr,350,Richardson,TX,75042,606
719207995,Ivy,B,Brown,M,2/15/2023,7046,Comet Ln,445,Richardson,TX,75085,607
100000057,Bob,J,Smith,F,8/11/2023,4360,Nebula St,115,Richardson,TX,75053,608
878686104,Alice,H,Martinez,F,7/10/2021,6947,Nebula St,457,Richardson,TX,75025,609
944480866,Bob,H,Smith,M,3/23/2024,5696,Orbit Dr,755,Richardson,TX,75047,610
202313370,Eva,I,Garcia,M,6/6/2024,2797,Astro Way,907,Richardson,TX,75014,611
986741551,Ivy,G,Jones,F,12/16/2023,3499,Orbit Dr,880,Richardson,TX,75024,612
944318588,Frank,C,Jones,F,2/28/2021,3420,Astro Way,415,Richardson,TX,75060,613
552297348,Bob,D,Jones,F,1/4/2020,2472,Orbit Dr,503,Richardson,TX,75069,614
514515992,Bob,J,Jones,M,9/11/2021,4834,Comet Ln,773,Richardson,TX,75091,615
637015424,David,D,Davis,M,11/27/2020,5785,Orbit Dr,715,Richardson,TX,75035,616
612632242,Eva,H,Martinez,M,8/4/2019,9528,Comet Ln,975,Richardson,TX,75070,617
100000058,Ivy,F,Lee,M,11/15/2022,1022,Galaxy Blvd,463,Richardson,TX,75086,618
806336128,Bob,J,Jones,F,6/23/2024,9157,Comet Ln,723,Richardson,TX,75033,619
607818708,Eva,B,Lee,F,5/27/2020,3991,Orbit Dr,143,Richardson,TX,75016,620
545686211,Alice,H,Smith,F,1/2/2022,6954,Galaxy Blvd,44,Richardson,TX,75096,621
418617026,Frank,B,Lee,F,1/11/2021,7020,Orbit Dr,768,Richardson,TX,75059,622
100000059,Jack,G,Garcia,F,4/19/2021,2932,Astro Way,238,Richardson,TX,75084,623
387611836,Carol,G,Smith,F,4/20/2023,119,Galaxy Blvd,647,Richardson,TX,75086,624
100000060,Carol,B,Martinez,M,2/9/2023,5002,Galaxy Blvd,770,Richardson,TX,75065,625
289329422,Henry,E,Brown,F,7/24/2020,5450,Nebula St,393,Richardson,TX,75042,626
856634553,Carol,A,Jones,F,1/29/2023,6528,Comet Ln,497,Richardson,TX,75024,627
763845353,David,C,Jones,F,10/5/2021,4168,Astro Way,686,Richardson,TX,75092,628
275469003,Eva,F,Brown,F,9/27/2019,2569,Galaxy Blvd,657,Richardson,TX,75081,629
317026478,Eva,F,Smith,F,8/11/2021,5204,Orbit Dr,364,Richardson,TX,75074,630
100000061,Carol,B,Davis,M,11/23/2023,6051,Galaxy Blvd,80,Richardson,TX,75052,631
339113928,Alice,D,Martinez,F,10/8/2019,2745,Galaxy Blvd,364,Richardson,TX,75036,632
865941906,David,B,Jones,F,3/28/2023,5348,Astro Way,103,Richardson,TX,75024,633
858977303,Frank,E,Smith,M,5/23/2022,9141,Orbit Dr,792,Richardson,TX,75077,634
140854214,Henry,J,Lee,F,2/22/2023,9362,Nebula St,960,Richardson,TX,75014,635
894194477,Grace,I,Martinez,F,5/5/2023,688,Astro Way,46,Richardson,TX,75088,636
423949264,Bob,A,Smith,F,1/2/2023,1094,Nebula St,326,Richardson,TX,75061,637
418461660,David,I,Lee,F,12/15/2021,568,Nebula St,997,Richardson,TX,75041,638
490512774,Bob,A,Williams,F,10/3/2020,4421,Orbit Dr,223,Richardson,TX,75082,639
398790005,Ivy,E,Jones,M,7/21/2023,8849,Orbit Dr,122,Richardson,TX,75065,640
586894827,Alice,I,Jones,F,8/19/2022,689,Astro Way,574,Richardson,TX,75075,641
666849402,Carol,G,Davis,M,10/3/2021,8619,Nebula St,172,Richardson,TX,75067,642
792385108,Carol,F,Smith,M,9/15/2021,7317,Galaxy Blvd,226,Richardson,TX,75055,643
416892316,Alice,A,Garcia,M,6/24/2024,7120,Orbit Dr,194,Richardson,TX,75073,644
532373775,Carol,I,Smith,M,9/2/2022,1529,Galaxy Blvd,145,Richardson,TX,75098,645
418483364,Ivy,E,Brown,M,5/11/2024,3085,Astro Way,295,Richardson,TX,75085,646
188645228,Bob,D,Martinez,M,9/9/2019,3563,Galaxy Blvd,541,Richardson,TX,75051,647
100000062,Jack,B,Martinez,F,3/25/2019,7189,Nebula St,655,Richardson,TX,75096,648
100000063,Jack,E,Williams,M,6/22/2024,4123,Galaxy Blvd,75,Richardson,TX,75036,649
272062947,Jack,B,Smith,M,10/18/2022,9383,Orbit Dr,800,Richardson,TX,75046,650
382992890,Henry,J,Smith,M,6/14/2023,1077,Astro Way,877,Richardson,TX,75055,651
760821508,Alice,B,Smith,M,10/2/2023,2249,Comet Ln,156,Richardson,TX,75097,652
768332960,Alice,E,Brown,F,7/28/2020,4661,Galaxy Blvd,773,Richardson,TX,75089,653
931138684,Ivy,G,Davis,F,12/13/2022,8446,Nebula St,949,Richardson,TX,75013,654
749894730,David,A,Brown,M,1/4/2022,2413,Comet Ln,357,Richardson,TX,75055,655
163144477,Bob,H,Williams,F,7/25/2024,2979,Astro Way,407,Richardson,TX,75047,656
789471894,Eva,H,Garcia,F,10/10/2020,1769,Comet Ln,474,Richardson,TX,75064,657
992249922,Bob,A,Martinez,F,10/22/2024,3723,Astro Way,65,Richardson,TX,75080,658
700696802,Bob,G,Martinez,F,5/25/2022,6050,Orbit Dr,950,Richardson,TX,75039,659
771769527,Jack,A,Davis,F,4/19/2022,6811,Nebula St,350,Richardson,TX,75081,660
723893318,Henry,E,Brown,M,10/7/2023,7928,Orbit Dr,273,Richardson,TX,75037,661
100000064,Bob,H,Lee,F,1/27/2019,3107,Comet Ln,835,Richardson,TX,75026,662
380068897,Grace,F,Williams,F,1/10/2022,3663,Astro Way,689,Richardson,TX,75031,663
657564362,Carol,G,Davis,M,2/27/2021,3791,Galaxy Blvd,969,Richardson,TX,75080,664
827264059,Grace,H,Lee,M,12/24/2023,5939,Astro Way,957,Richardson,TX,75014,665
376226153,Carol,H,Brown,M,2/28/2023,4393,Nebula St,608,Richardson,TX,75026,666
100000065,Jack,J,Williams,M,10/22/2022,2084,Nebula St,743,Richardson,TX,75053,667
233591784,Carol,B,Davis,F,2/19/2021,6125,Comet Ln,331,Richardson,TX,75039,668
194417344,Bob,H,Garcia,M,11/19/2021,4782,Orbit Dr,198,Richardson,TX,75093,669
398186645,Alice,F,Jones,F,12/6/2024,7444,Astro Way,425,Richardson,TX,75038,670
931829666,Ivy,E,Garcia,F,1/26/2023,2033,Astro Way,750,Richardson,TX,75021,671
545649191,Carol,D,Garcia,F,10/6/2021,2133,Orbit Dr,498,Richardson,TX,75020,672
576714281,Ivy,D,Martinez,F,4/10/2023,2693,Comet Ln,745,Richardson,TX,75021,673
223383941,Eva,I,Martinez,M,5/1/2021,8480,Comet Ln,983,Richardson,TX,75053,674
962003519,Eva,H,Jones,M,9/2/2021,5502,Galaxy Blvd,252,Richardson,TX,75030,675
981073463,Henry,H,Garcia,M,10/7/2022,9101,Orbit Dr,290,Richardson,TX,75012,676
509240053,Eva,J,Williams,F,11/19/2021,9157,Galaxy Blvd,612,Richardson,TX,75095,677
562361311,Jack,B,Martinez,F,1/18/2023,8973,Orbit Dr,105,Richardson,TX,75030,678
601765707,Henry,J,Jones,M,9/11/2023,8465,Astro Way,226,Richardson,TX,75034,679
667242478,Henry,H,Jones,F,2/7/2021,4919,Orbit Dr,18,Richardson,TX,75022,680
378099207,Carol,A,Williams,M,10/4/2023,7556,Nebula St,128,Richardson,TX,75060,681
644201171,Bob,E,Williams,M,5/4/2019,4876,Nebula St,298,Richardson,TX,75036,682
360845038,Bob,I,Martinez,M,4/1/2022,5936,Nebula St,354,Richardson,TX,75077,683
665782379,Eva,G,Garcia,F,9/6/2024,6243,Orbit Dr,203,Richardson,TX,75033,684
511830307,Grace,D,Smith,F,4/11/2024,730,Orbit Dr,343,Richardson,TX,75097,685
100000066,Frank,A,Williams,F,11/16/2023,2549,Astro Way,125,Richardson,TX,75087,686
225683584,Grace,E,Jones,M,11/11/2023,4544,Galaxy Blvd,738,Richardson,TX,75062,687
173005297,Grace,H,Lee,F,10/4/2020,5756,Comet Ln,848,Richardson,TX,75046,688
100000067,Ivy,C,Davis,F,2/7/2020,8034,Nebula St,437,Richardson,TX,75018,689
126201917,Ivy,F,Martinez,M,7/20/2024,5068,Orbit Dr,476,Richardson,TX,75028,690
613091281,Bob,I,Martinez,F,2/14/2023,3078,Orbit Dr,10,Richardson,TX,75054,691
472021651,Frank,F,Jones,F,6/21/2022,3414,Comet Ln,718,Richardson,TX,75091,692
860135887,Ivy,B,Lee,M,5/16/2021,5871,Comet Ln,669,Richardson,TX,75054,693
655470897,David,H,Garcia,M,4/8/2020,9887,Astro Way,870,Richardson,TX,75022,694
737182473,Frank,G,Smith,M,6/8/2023,1712,Orbit Dr,712,Richardson,TX,75074,695
455496409,Jack,A,Williams,M,11/13/2021,4843,Nebula St,258,Richardson,TX,75017,696
100000068,Eva,D,Davis,F,4/16/2022,3959,Astro Way,663,Richardson,TX,75040,697
681019725,Ivy,D,Martinez,M,11/17/2022,7505,Galaxy Blvd,763,Richardson,TX,75069,698
578425364,Alice,C,Garcia,M,8/27/2022,698,Galaxy Blvd,310,Richardson,TX,75086,699
634577579,Grace,C,Williams,M,2/19/2021,9509,Orbit Dr,445,Richardson,TX,75074,700
432790588,Carol,D,Lee,M,1/11/2021,1839,Nebula St,148,Richardson,TX,75052,701
545726850,Eva,G,Lee,M,12/21/2020,8694,Nebula St,448,Richardson,TX,75046,702
100000069,Ivy,F,Brown,F,10/23/2021,7840,Galaxy Blvd,804,Richardson,TX,75081,703
969872661,Carol,G,Jones,M,8/5/2021,9003,Comet Ln,387,Richardson,TX,75017,704
378989510,Ivy,J,Garcia,F,5/16/2022,9237,Orbit Dr,126,Richardson,TX,75054,705
202440930,Bob,E,Jones,F,4/28/2020,1578,Nebula St,980,Richardson,TX,75089,706
792516743,Frank,G,Jones,M,12/10/2021,6277,Comet Ln,604,Richardson,TX,75096,707
555946347,Grace,I,Jones,F,4/28/2019,830,Orbit Dr,389,Richardson,TX,75049,708
961243520,David,B,Lee,M,1/20/2022,3250,Orbit Dr,965,Richardson,TX,75070,709
100000070,Henry,C,Brown,F,7/17/2023,5528,Astro Way,199,Richardson,TX,75071,710
732002800,Carol,A,Davis,F,2/1/2022,48,Nebula St,639,Richardson,TX,75073,711
318224165,Ivy,F,Davis,F,7/2/2021,2902,Nebula St,54,Richardson,TX,75031,712
100000071,Bob,D,Jones,F,8/5/2021,6442,Orbit Dr,780,Richardson,TX,75050,713
403181647,Bob,E,Smith,F,1/19/2022,2718,Astro Way,208,Richardson,TX,75045,714
492965119,Ivy,A,Smith,M,3/10/2023,5101,Astro Way,458,Richardson,TX,75017,715
481585099,Jack,I,Martinez,M,2/21/2022,1162,Nebula St,446,Richardson,TX,75075,716
540421525,Carol,A,Davis,M,11/5/2021,1130,Astro Way,841,Richardson,TX,75038,717
551041612,Grace,G,Brown,M,3/13/2021,9305,Astro Way,691,Richardson,TX,75079,718
435837039,Grace,B,Brown,M,11/9/2020,8285,Galaxy Blvd,684,Richardson,TX,75036,719
581097716,Henry,F,Garcia,F,3/12/2023,557,Orbit Dr,416,Richardson,TX,75056,720
512679911,Alice,H,Jones,F,3/18/2024,8879,Galaxy Blvd,308,Richardson,TX,75097,721
100000072,Eva,F,Jones,M,3/7/2021,6470,Orbit Dr,383,Richardson,TX,75068,722
577483577,Jack,C,Jones,M,8/20/2022,1651,Nebula St,260,Richardson,TX,75047,723
380576265,Frank,A,Martinez,M,6/16/2020,5096,Galaxy Blvd,782,Richardson,TX,75042,724
114203867,Henry,G,Lee,F,6/1/2021,2214,Comet Ln,588,Richardson,TX,75016,725
148738946,Frank,C,Smith,M,11/18/2021,7307,Nebula St,864,Richardson,TX,75036,726
557024415,Alice,B,Davis,M,2/3/2022,6164,Astro Way,489,Richardson,TX,75045,727
381743739,Frank,G,Jones,F,1/3/2022,1736,Orbit Dr,798,Richardson,TX,75044,728
639433342,Jack,J,Davis,M,1/15/2023,39,Galaxy Blvd,600,Richardson,TX,75088,729
360724385,Bob,E,Martinez,M,11/13/2023,1377,Comet Ln,989,Richardson,TX,75055,730
714516838,Bob,D,Brown,M,8/12/2024,9870,Nebula St,1,Richardson,TX,75094,731
871575955,Carol,A,Garcia,F,2/20/2021,6171,Astro Way,830,Richardson,TX,75046,732
932555948,Grace,D,Lee,M,3/13/2022,2436,Astro Way,399,Richardson,TX,75044,733
979347367,Frank,F,Jones,M,3/11/2022,580,Comet Ln,118,Richardson,TX,75053,734
424527880,Jack,G,Jones,F,2/21/2023,3628,Galaxy Blvd,785,Richardson,TX,75017,735
927626135,Eva,J,Martinez,M,5/27/2024,9339,Astro Way,777,Richardson,TX,75031,736
489757320,Frank,C,Lee,F,1/21/2024,56,Astro Way,923,Richardson,TX,75087,737
256694928,Frank,F,Davis,M,4/10/2023,4899,Nebula St,428,Richardson,TX,75050,738
545254572,Frank,E,Martinez,M,7/18/2021,8250,Galaxy Blvd,246,Richardson,TX,75063,739
397267491,Eva,F,Martinez,F,8/14/2020,6154,Astro Way,262,Richardson,TX,75041,740
476540924,Jack,B,Jones,M,6/7/2023,4424,Nebula St,512,Richardson,TX,75089,741
492303831,Frank,E,Davis,M,10/8/2020,9383,Astro Way,480,Richardson,TX,75042,742
100000073,Bob,J,Lee,F,2/9/2021,27,Nebula St,594,Richardson,TX,75027,743
854481856,Grace,F,Brown,M,6/16/2024,3624,Comet Ln,104,Richardson,TX,75043,744
100000074,Henry,H,Williams,M,2/21/2021,3587,Comet Ln,886,Richardson,TX,75010,745
548952570,Henry,A,Martinez,M,8/7/2023,4147,Comet Ln,392,Richardson,TX,75056,746
100000075,Ivy,A,Garcia,F,5/24/2019,2302,Galaxy Blvd,135,Richardson,TX,75028,747
100000076,David,C,Williams,M,12/28/2022,5455,Astro Way,160,Richardson,TX,75058,748
710143224,Frank,D,Williams,F,12/28/2022,3661,Orbit Dr,901,Richardson,TX,75048,749
231748591,Frank,C,Williams,F,8/23/2021,7893,Orbit Dr,448,Richardson,TX,75069,750
100000077,David,J,Lee,M,1/19/2024,4039,Astro Way,777,Richardson,TX,75044,751
763508124,Alice,C,Smith,M,1/4/2024,5900,Astro Way,539,Richardson,TX,75040,752
479364124,David,H,Jones,M,11/5/2023,3400,Orbit Dr,254,Richardson,TX,75081,753
556795788,Grace,E,Jones,M,4/10/2020,8874,Galaxy Blvd,151,Richardson,TX,75072,754
796740966,Henry,F,Williams,M,10/9/2020,804,Comet Ln,912,Richardson,TX,75090,755
377199028,Carol,F,Brown,F,6/26/2024,538,Astro Way,818,Richardson,TX,75084,756
651780571,Henry,G,Williams,M,4/20/2024,2680,Nebula St,218,Richardson,TX,75030,757
145050736,David,C,Davis,F,7/13/2021,9423,Comet Ln,955,Richardson,TX,75096,758
452353461,Jack,J,Williams,F,5/2/2022,7756,Nebula St,960,Richardson,TX,75014,759
428474999,Carol,A,Jones,M,1/21/2023,9889,Astro Way,179,Richardson,TX,75015,760
483166548,Henry,E,Brown,M,6/24/2023,8406,Galaxy Blvd,433,Richardson,TX,75058,761
936088867,Frank,H,Williams,F,12/19/2023,3148,Nebula St,960,Richardson,TX,75031,762
705384871,David,I,Martinez,F,2/23/2023,398,Galaxy Blvd,826,Richardson,TX,75065,763
117355142,Jack,H,Williams,M,3/19/2024,8143,Comet Ln,436,Richardson,TX,75077,764
654609222,Grace,H,Martinez,M,9/5/2019,3624,Orbit Dr,912,Richardson,TX,75015,765
863861244,Bob,J,Jones,M,2/22/2022,2083,Astro Way,282,Richardson,TX,75028,766
885256329,Carol,C,Brown,F,3/16/2022,2809,Galaxy Blvd,558,Richardson,TX,75085,767
408879995,Bob,F,Martinez,F,11/13/2024,6313,Comet Ln,42,Richardson,TX,75048,768
567401867,Jack,G,Martinez,F,3/23/2021,2538,Orbit Dr,326,Richardson,TX,75042,769
354976571,Alice,J,Lee,F,8/20/2024,33,Comet Ln,731,Richardson,TX,75063,770
855319285,Ivy,C,Garcia,F,11/22/2022,4307,Orbit Dr,842,Richardson,TX,75097,771
734381336,Alice,G,Smith,F,10/9/2023,8945,Orbit Dr,550,Richardson,TX,75088,772
684848478,Ivy,F,Martinez,M,11/11/2020,8660,Nebula St,280,Richardson,TX,75076,773
375352489,Jack,B,Davis,M,10/10/2021,2331,Orbit Dr,513,Richardson,TX,75022,774
100000078,Carol,G,Martinez,M,9/12/2022,8161,Astro Way,119,Richardson,TX,75084,775
711096461,Jack,J,Jones,F,4/17/2024,2128,Orbit Dr,858,Richardson,TX,75085,776
949654912,Alice,A,Garcia,M,8/24/2024,8728,Orbit Dr,993,Richardson,TX,75043,777
309825939,Alice,B,Smith,M,12/18/2022,9834,Astro Way,892,Richardson,TX,75078,778
194548435,Bob,D,Martinez,M,10/24/2020,2138,Astro Way,545,Richardson,TX,75017,779
810893430,Jack,H,Martinez,M,9/24/2022,4089,Orbit Dr,458,Richardson,TX,75058,780
672131534,Grace,D,Smith,M,6/19/2022,4544,Galaxy Blvd,503,Richardson,TX,75028,781
773993718,Eva,G,Brown,F,2/3/2024,1385,Orbit Dr,208,Richardson,TX,75025,782
553827906,Jack,H,Williams,M,12/15/2024,9130,Nebula St,707,Richardson,TX,75070,783
100000079,Frank,E,Brown,M,3/4/2022,2237,Galaxy Blvd,431,Richardson,TX,75082,784
288234191,Carol,C,Brown,M,12/14/2020,3565,Orbit Dr,447,Richardson,TX,75029,785
907966255,Grace,F,Jones,M,1/8/2021,1650,Orbit Dr,172,Richardson,TX,75049,786
283239270,Grace,H,Smith,M,1/5/2024,8726,Astro Way,316,Richardson,TX,75031,787
364395136,Carol,D,Martinez,M,9/16/2023,3616,Astro Way,521,Richardson,TX,75058,788
610363248,Frank,I,Lee,M,4/23/2022,5356,Galaxy Blvd,924,Richardson,TX,75049,789
626390105,Ivy,C,Lee,F,11/23/2023,859,Orbit Dr,749,Richardson,TX,75062,790
857969521,Bob,F,Jones,F,2/18/2024,8795,Nebula St,189,Richardson,TX,75045,791
197937220,Henry,J,Martinez,F,6/11/2019,3345,Nebula St,104,Richardson,TX,75026,792
171799316,Henry,G,Jones,M,10/13/2020,5298,Comet Ln,808,Richardson,TX,75024,793
796693260,Bob,F,Martinez,F,10/6/2022,1800,Orbit Dr,964,Richardson,TX,75046,794
155884239,Jack,J,Martinez,M,6/2/2021,9478,Orbit Dr,842,Richardson,TX,75088,795
818977738,Carol,E,Smith,F,5/21/2024,5682,Galaxy Blvd,706,Richardson,TX,75083,796
717996677,Henry,I,Brown,M,12/13/2023,8165,Astro Way,659,Richardson,TX,75038,797
609492883,Grace,I,Jones,M,10/2/2020,4083,Nebula St,732,Richardson,TX,75013,798
656843612,Ivy,F,Smith,F,6/7/2020,6751,Galaxy Blvd,251,Richardson,TX,75063,799
688777625,Frank,F,Jones,M,2/16/2022,9448,Nebula St,815,Richardson,TX,75070,800
665866163,Carol,J,Martinez,F,6/2/2023,3827,Galaxy Blvd,917,Richardson,TX,75064,801
557548716,Frank,I,Martinez,F,8/11/2023,5699,Comet Ln,406,Richardson,TX,75091,802
569379641,Henry,H,Davis,F,11/27/2024,8082,Nebula St,903,Richardson,TX,75029,803
100000080,Bob,H,Garcia,F,4/1/2022,7179,Comet Ln,927,Richardson,TX,75048,804
527064819,Henry,H,Davis,M,8/25/2020,8791,Comet Ln,482,Richardson,TX,75070,805
536540870,Alice,F,Jones,M,7/2/2023,6641,Comet Ln,381,Richardson,TX,75095,806
730232380,Frank,B,Jones,M,3/13/2020,5232,Comet Ln,574,Richardson,TX,75058,807
100000081,David,H,Brown,M,3/24/2024,138,Comet Ln,315,Richardson,TX,75017,808
134245824,Ivy,G,Garcia,F,5/1/2023,2967,Orbit Dr,908,Richardson,TX,75038,809
571243192,Henry,H,Williams,M,6/23/2021,4011,Nebula St,318,Richardson,TX,75076,810
935311638,Ivy,C,Brown,M,7/3/2022,1841,Comet Ln,744,Richardson,TX,75080,811
100000000,Grace,A,Martinez,F,4/11/2023,7030,Astro Way,815,Richardson,TX,75045,812
820310423,Carol,D,Martinez,F,5/23/2021,1208,Comet Ln,547,Richardson,TX,75039,813
932770935,Carol,D,Garcia,M,5/22/2022,3009,Astro Way,83,Richardson,TX,75051,814
808966474,Grace,F,Jones,F,3/16/2021,7572,Orbit Dr,403,Richardson,TX,75045,815
100000082,David,H,Jones,F,6/13/2023,2294,Nebula St,887,Richardson,TX,75037,816
887079062,Jack,A,Brown,F,12/18/2019,2240,Nebula St,359,Richardson,TX,75021,817
769085819,Alice,A,Brown,F,4/9/2022,2511,Orbit Dr,529,Richardson,TX,75084,818
390716057,David,C,Jones,F,4/21/2024,1130,Astro Way,939,Richardson,TX,75065,819
294163442,Carol,E,Jones,F,1/13/2020,2298,Comet Ln,48,Richardson,TX,75049,820
100000083,Frank,F,Martinez,M,5/21/2022,3873,Comet Ln,128,Richardson,TX,75046,821
322635152,Alice,E,Smith,M,6/24/2019,3528,Comet Ln,291,Richardson,TX,75059,822
845842315,David,C,Martinez,F,10/25/2019,6271,Orbit Dr,985,Richardson,TX,75033,823
327094002,Grace,E,Martinez,M,8/20/2024,9303,Nebula St,575,Richardson,TX,75065,824
550141983,Frank,G,Williams,F,2/20/2020,380,Galaxy Blvd,476,Richardson,TX,75076,825
920850538,Eva,A,Garcia,F,2/12/2024,9389,Comet Ln,595,Richardson,TX,75032,826
976248110,Bob,H,Smith,F,11/14/2022,5662,Nebula St,610,Richardson,TX,75068,827
946552908,Henry,G,Brown,M,6/5/2020,9047,Nebula St,248,Richardson,TX,75051,828
256338470,Alice,D,Jones,F,5/8/2024,8125,Orbit Dr,902,Richardson,TX,75042,829
469554539,Jack,D,Williams,M,6/7/2021,8693,Astro Way,527,Richardson,TX,75081,830
695437289,Henry,J,Davis,F,6/1/2021,9878,Comet Ln,995,Richardson,TX,75050,831
649526960,Ivy,G,Davis,F,2/15/2021,8375,Galaxy Blvd,297,Richardson,TX,75054,832
397874025,Alice,B,Martinez,F,5/10/2022,8179,Orbit Dr,198,Richardson,TX,75097,833
289875157,David,E,Jones,M,7/22/2023,7243,Comet Ln,855,Richardson,TX,75027,834
100000084,Henry,A,Brown,M,9/23/2023,3732,Astro Way,2,Richardson,TX,75055,835
764007942,Alice,H,Martinez,M,12/1/2021,7298,Nebula St,408,Richardson,TX,75074,836
100000085,Frank,C,Jones,M,11/10/2023,718,Nebula St,885,Richardson,TX,75069,837
546222657,Alice,E,Martinez,F,2/24/2020,6126,Comet Ln,701,Richardson,TX,75042,838
811579203,Jack,E,Davis,M,4/15/2021,9393,Comet Ln,948,Richardson,TX,75034,839
555794856,Grace,D,Martinez,M,6/22/2019,3735,Astro Way,812,Richardson,TX,75019,840
415718967,Jack,I,Jones,M,7/27/2024,8757,Nebula St,464,Richardson,TX,75038,841
381627527,Carol,H,Jones,F,4/26/2024,7595,Galaxy Blvd,968,Richardson,TX,75027,842
325266190,David,G,Jones,F,10/1/2021,8020,Nebula St,629,Richardson,TX,75067,843
204673498,Carol,B,Jones,F,11/28/2021,7621,Comet Ln,188,Richardson,TX,75074,844
126297191,Alice,E,Smith,M,4/26/2023,2391,Orbit Dr,1,Richardson,TX,75049,845
707493216,Henry,J,Martinez,M,7/17/2020,7919,Orbit Dr,444,Richardson,TX,75064,846
492199490,Alice,I,Williams,F,10/27/2024,2529,Galaxy Blvd,841,Richardson,TX,75037,847
922625532,Jack,H,Davis,F,7/2/2020,2327,Orbit Dr,932,Richardson,TX,75019,848
188522794,Eva,G,Brown,F,5/15/2024,6216,Astro Way,747,Richardson,TX,75022,849
100000086,Jack,B,Jones,F,2/15/2024,9047,Comet Ln,286,Richardson,TX,75039,850
708666525,David,J,Garcia,F,9/7/2024,2085,Astro Way,800,Richardson,TX,75060,851
150590028,Alice,B,Garcia,M,5/8/2022,5188,Nebula St,566,Richardson,TX,75079,852
176301316,Alice,I,Williams,M,1/9/2023,2722,Nebula St,858,Richardson,TX,75018,853
515307307,Jack,J,Brown,F,4/5/2024,104,Nebula St,673,Richardson,TX,75021,854
540566016,Carol,J,Smith,M,7/10/2024,8603,Astro Way,483,Richardson,TX,75085,855
119931620,Ivy,A,Lee,F,6/23/2022,931,Nebula St,515,Richardson,TX,75093,856
100000087,Grace,H,Davis,F,9/20/2020,1370,Galaxy Blvd,241,Richardson,TX,75012,857
833125144,Bob,J,Garcia,F,10/4/2019,706,Orbit Dr,213,Richardson,TX,75013,858
321518394,Bob,F,Williams,F,10/1/2021,4453,Orbit Dr,953,Richardson,TX,75087,859
