StudentSSN,SectionID,Grade
290953684,57,2.8
150590028,99,3
150590028,152,3.5
150590028,280,4
150590028,174,3
150590028,238,3.2
360696328,182,3.9
749942194,100,2.4
508046778,257,3
256338470,291,3.3
113446224,313,2.9
596087488,308,2.3
596087488,145,2.2
596087488,269,3.8
596087488,257,2.9
506902216,310,3
432790588,272,3
432790588,172,3.8
432790588,53,2.9
432790588,313,3
432790588,149,3.3
521254384,296,3.4
667242478,196,2.7
667242478,25,2.4
667242478,260,3.6
667242478,218,3.2
667242478,147,3.9
578425364,257,3.5
556795788,159,3.5
669393590,144,2.1
669393590,187,2.6
669393590,236,3.6
669393590,315,2.7
870542815,216,3.1
870542815,171,2.6
870542815,66,3.2
870542815,274,3.3
870542815,166,3.7
225683584,59,2.3
225683584,206,3.3
225683584,48,3.3
225683584,39,3.8
948088395,165,2.3
948088395,155,3.8
948088395,50,3.5
948088395,187,3.8
948088395,229,3.5
100000039,188,3.5
918163362,104,3.4
918163362,61,3.9
918163362,87,2.6
918163362,12,3.1
710143224,243,2.5
100000055,100,2.8
810893430,27,3.8
810893430,214,3.4
810893430,113,2.3
810893430,189,2.7
810893430,298,3.5
480134868,318,3.3
422926638,130,3.1
422926638,253,3.7
422926638,78,3.8
422926638,155,3.6
457703052,189,2.8
214783445,255,2
214783445,249,2.9
214783445,94,3.2
214783445,238,3.8
693105427,305,3.7
872890293,56,2.9
872890293,116,3.6
872890293,54,2.8
872890293,274,3.7
194417344,88,3.5
194417344,213,3.5
194417344,26,3.8
194417344,263,3.9
381627527,181,3.5
381627527,60,2.4
381627527,20,3.2
381627527,311,2.1
855786372,213,3.2
855786372,217,2.7
855786372,46,2.9
855786372,247,3.3
855786372,78,2.1
905807520,80,4
905807520,94,3.3
905807520,168,2
905807520,110,3.1
527064819,180,3.6
527064819,219,3
527064819,295,3.3
527064819,188,2.1
306164905,2,3.1
175768293,241,2.9
175768293,59,2.9
175768293,310,2.6
175768293,161,2.9
100000064,196,2.8
496644618,192,3.3
799907038,317,2
100000074,240,3.6
100000074,28,2.6
100000074,124,2.4
100000074,281,2.9
623463642,6,2.2
339113928,158,3.8
555946347,37,3.3
555946347,74,3.8
555946347,202,3.1
555946347,240,2.9
551041612,168,2.7
628758312,37,3.2
100000058,239,2.8
915440837,248,2.4
915440837,35,2.8
915440837,134,2.2
915440837,287,2.1
907934014,213,2.1
907934014,216,3.3
907934014,31,2
907934014,69,3.6
977618865,62,2.6
977618865,55,2.2
977618865,165,3.2
977618865,128,2.6
977618865,84,4
364395136,43,2.4
272062947,138,3.5
272062947,151,3.3
272062947,17,2.4
272062947,294,2.5
177664067,23,3.4
717034347,236,2.8
199147070,90,3
252628024,154,3.5
252628024,158,4
252628024,253,3
252628024,31,3.2
268473315,155,3.9
268473315,266,2.4
268473315,12,3
268473315,118,3.3
268473315,95,2.9
507461788,277,2.3
507461788,150,2.2
507461788,3,3.8
507461788,167,2.9
507461788,89,3
435837039,155,3
435837039,249,3.8
435837039,309,2.9
435837039,311,3
857940763,250,3.3
857940763,118,3.4
857940763,136,2.7
857940763,156,2.4
555794856,167,3.6
555794856,166,3.2
555794856,280,3.9
555794856,196,3.5
398186645,10,3.5
398186645,94,2.1
398186645,204,2.6
398186645,262,3.6
383669257,235,2.7
383669257,163,3.1
383669257,79,2.6
383669257,122,3.2
221268808,240,3.3
221268808,143,3.7
221268808,36,2.3
221268808,50,3.3
